namestate,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Alabama,AL,1,1975,0,100,50,36.45
Alabama,AL,1,1976,5.92,105.92,52.96,38.61
Alabama,AL,1,1977,10.21,116.73,58.37,42.55
Alabama,AL,1,1978,8.22,126.33,63.17,46.05
Alabama,AL,1,1979,11.16,140.42,70.22,51.19
Alabama,AL,1,1980,4.77,147.13,73.57,53.63
Alabama,AL,1,1981,4.61,153.91,76.96,56.1
Alabama,AL,1,1982,-0.47,153.18,76.6,55.84
Alabama,AL,1,1983,5.03,160.88,80.45,58.65
Alabama,AL,1,1984,5.42,169.6,84.8,61.82
Alabama,AL,1,1985,2.67,174.12,87.07,63.47
Alabama,AL,1,1986,4.6,182.13,91.07,66.39
Alabama,AL,1,1987,3.54,188.57,94.29,68.74
Alabama,AL,1,1988,2.52,193.33,96.67,70.48
Alabama,AL,1,1989,1.67,196.56,98.29,71.65
Alabama,AL,1,1990,1.74,199.98,100,72.9
Alabama,AL,1,1991,2.29,204.57,102.29,74.57
Alabama,AL,1,1992,2.72,210.12,105.07,76.6
Alabama,AL,1,1993,3.19,216.83,108.43,79.04
Alabama,AL,1,1994,3.37,224.14,112.08,81.71
Alabama,AL,1,1995,4.14,233.43,116.72,85.09
Alabama,AL,1,1996,3.31,241.15,120.59,87.91
Alabama,AL,1,1997,3.7,250.08,125.05,91.16
Alabama,AL,1,1998,3.71,259.35,129.69,94.54
Alabama,AL,1,1999,2.5,265.83,132.92,96.9
Alabama,AL,1,2000,3.2,274.32,137.17,100
Alabama,AL,1,2001,4.09,285.54,142.78,104.09
Alabama,AL,1,2002,2.1,291.55,145.79,106.28
Alabama,AL,1,2003,2.21,298,149.01,108.63
Alabama,AL,1,2004,3.23,307.62,153.82,112.14
Alabama,AL,1,2005,6.58,327.86,163.94,119.52
Alabama,AL,1,2006,7.71,353.15,176.59,128.74
Alabama,AL,1,2007,4.07,367.53,183.78,133.98
Alabama,AL,1,2008,0.76,370.3,185.17,134.99
Alabama,AL,1,2009,-2.37,361.51,180.77,131.78
Alabama,AL,1,2010,-4.33,345.86,172.94,126.08
Alabama,AL,1,2011,-3.47,333.87,166.95,121.71
Alabama,AL,1,2012,-1.56,328.67,164.35,119.81
Alabama,AL,1,2013,-0.65,326.51,163.27,119.03
Alabama,AL,1,2014,1.43,331.17,165.6,120.72
Alabama,AL,1,2015,2.15,338.3,169.16,123.32
Alabama,AL,1,2016,2.57,346.99,173.51,126.49
Alabama,AL,1,2017,3.03,357.52,178.77,130.33
Alabama,AL,1,2018,4.33,373.01,186.52,135.97
Alabama,AL,1,2019,4.16,388.53,194.28,141.63
Alabama,AL,1,2020,4.15,404.67,202.35,147.52
Alaska,AK,2,1975,0,100,57.41,38.1
Alaska,AK,2,1976,8.98,108.98,62.57,41.52
Alaska,AK,2,1977,8.39,118.12,67.82,45
Alaska,AK,2,1978,10.46,130.48,74.91,49.71
Alaska,AK,2,1979,11.56,145.56,83.57,55.45
Alaska,AK,2,1980,-6.1,136.68,78.47,52.07
Alaska,AK,2,1981,21.06,165.47,95,63.04
Alaska,AK,2,1982,26.3,208.98,119.98,79.61
Alaska,AK,2,1983,4.88,219.17,125.83,83.49
Alaska,AK,2,1984,7.15,234.85,134.84,89.47
Alaska,AK,2,1985,-5.59,221.73,127.3,84.47
Alaska,AK,2,1986,-3.68,213.57,122.62,81.36
Alaska,AK,2,1987,-15.41,180.66,103.72,68.82
Alaska,AK,2,1988,6.46,192.32,110.42,73.26
Alaska,AK,2,1989,-10.16,172.78,99.2,65.82
Alaska,AK,2,1990,0.81,174.17,100,66.35
Alaska,AK,2,1991,13,196.83,113,74.98
Alaska,AK,2,1992,3.71,204.12,117.19,77.76
Alaska,AK,2,1993,1.48,207.15,118.93,78.91
Alaska,AK,2,1994,4.13,215.7,123.84,82.17
Alaska,AK,2,1995,4.79,226.03,129.77,86.11
Alaska,AK,2,1996,4.02,235.11,134.98,89.56
Alaska,AK,2,1997,2.81,241.7,138.77,92.08
Alaska,AK,2,1998,2.54,247.83,142.29,94.41
Alaska,AK,2,1999,3.71,257.03,147.57,97.92
Alaska,AK,2,2000,2.13,262.5,150.71,100
Alaska,AK,2,2001,5.06,275.78,158.34,105.06
Alaska,AK,2,2002,4.56,288.37,165.56,109.85
Alaska,AK,2,2003,3.25,297.74,170.94,113.43
Alaska,AK,2,2004,10.16,328,188.32,124.95
Alaska,AK,2,2005,12.63,369.43,212.11,140.74
Alaska,AK,2,2006,9.92,406.07,233.14,154.69
Alaska,AK,2,2007,3.3,419.48,240.84,159.8
Alaska,AK,2,2008,-0.25,418.45,240.25,159.41
Alaska,AK,2,2009,-1.25,413.23,237.25,157.42
Alaska,AK,2,2010,-0.51,411.14,236.05,156.62
Alaska,AK,2,2011,0.51,413.22,237.24,157.42
Alaska,AK,2,2012,0.13,413.73,237.54,157.61
Alaska,AK,2,2013,2.7,424.92,243.96,161.88
Alaska,AK,2,2014,2.44,435.28,249.91,165.82
Alaska,AK,2,2015,3.15,448.97,257.77,171.04
Alaska,AK,2,2016,1.9,457.49,262.66,174.28
Alaska,AK,2,2017,1.31,463.46,266.09,176.56
Alaska,AK,2,2018,1.41,470.02,269.86,179.06
Alaska,AK,2,2019,2.07,479.74,275.44,182.76
Alaska,AK,2,2020,2.67,492.53,282.78,187.63
Arizona,AZ,4,1975,0,100,44.05,29.48
Arizona,AZ,4,1976,3.9,103.9,45.77,30.63
Arizona,AZ,4,1977,8.22,112.44,49.53,33.15
Arizona,AZ,4,1978,15.36,129.71,57.14,38.24
Arizona,AZ,4,1979,22.49,158.88,69.99,46.84
Arizona,AZ,4,1980,11.66,177.4,78.15,52.3
Arizona,AZ,4,1981,8.05,191.69,84.44,56.51
Arizona,AZ,4,1982,-4.86,182.37,80.34,53.77
Arizona,AZ,4,1983,10.47,201.47,88.75,59.4
Arizona,AZ,4,1984,4.34,210.21,92.6,61.98
Arizona,AZ,4,1985,3.41,217.39,95.76,64.09
Arizona,AZ,4,1986,5.24,228.79,100.79,67.45
Arizona,AZ,4,1987,1.01,231.1,101.8,68.14
Arizona,AZ,4,1988,-0.88,229.07,100.91,67.54
Arizona,AZ,4,1989,-0.5,227.92,100.4,67.2
Arizona,AZ,4,1990,-0.4,227,100,66.93
Arizona,AZ,4,1991,2.12,231.82,102.12,68.35
Arizona,AZ,4,1992,2.12,236.73,104.28,69.8
Arizona,AZ,4,1993,1.91,241.26,106.28,71.13
Arizona,AZ,4,1994,4.73,252.67,111.31,74.5
Arizona,AZ,4,1995,6.56,269.25,118.61,79.38
Arizona,AZ,4,1996,4.1,280.3,123.48,82.64
Arizona,AZ,4,1997,4.13,291.87,128.58,86.05
Arizona,AZ,4,1998,4.39,304.69,134.22,89.83
Arizona,AZ,4,1999,4.12,317.23,139.74,93.53
Arizona,AZ,4,2000,6.92,339.18,149.41,100
Arizona,AZ,4,2001,6.05,359.7,158.45,106.05
Arizona,AZ,4,2002,5,377.67,166.37,111.35
Arizona,AZ,4,2003,3.99,392.73,173.01,115.79
Arizona,AZ,4,2004,11.42,437.58,192.76,129.01
Arizona,AZ,4,2005,30.02,568.94,250.63,167.74
Arizona,AZ,4,2006,17.73,669.83,295.07,197.49
Arizona,AZ,4,2007,-0.68,665.3,293.08,196.15
Arizona,AZ,4,2008,-12.15,584.46,257.46,172.32
Arizona,AZ,4,2009,-18.66,475.41,209.43,140.17
Arizona,AZ,4,2010,-13.14,412.93,181.9,121.74
Arizona,AZ,4,2011,-10.17,370.94,163.41,109.36
Arizona,AZ,4,2012,4.09,386.1,170.09,113.84
Arizona,AZ,4,2013,12.05,432.63,190.58,127.55
Arizona,AZ,4,2014,10.11,476.36,209.85,140.45
Arizona,AZ,4,2015,5.41,502.12,221.19,148.04
Arizona,AZ,4,2016,6.94,536.96,236.54,158.31
Arizona,AZ,4,2017,7.52,577.34,254.33,170.22
Arizona,AZ,4,2018,7.79,622.29,274.13,183.47
Arizona,AZ,4,2019,6.15,660.57,290.99,194.76
Arizona,AZ,4,2020,7.2,708.16,311.96,208.79
Arkansas,AR,5,1975,0,100,49.55,36.17
Arkansas,AR,5,1976,9.99,109.99,54.5,39.78
Arkansas,AR,5,1977,11.49,122.63,60.77,44.36
Arkansas,AR,5,1978,8.35,132.86,65.84,48.06
Arkansas,AR,5,1979,15.18,153.03,75.83,55.35
Arkansas,AR,5,1980,7.29,164.18,81.36,59.38
Arkansas,AR,5,1981,4.63,171.78,85.12,62.14
Arkansas,AR,5,1982,0.16,172.06,85.26,62.24
Arkansas,AR,5,1983,8.38,186.47,92.4,67.45
Arkansas,AR,5,1984,2.56,191.25,94.77,69.18
Arkansas,AR,5,1985,1.5,194.13,96.19,70.22
Arkansas,AR,5,1986,3.18,200.3,99.25,72.45
Arkansas,AR,5,1987,0.74,201.79,99.99,72.99
Arkansas,AR,5,1988,-0.99,199.8,99,72.27
Arkansas,AR,5,1989,0.19,200.18,99.19,72.4
Arkansas,AR,5,1990,0.82,201.81,100,72.99
Arkansas,AR,5,1991,1.9,205.65,101.9,74.38
Arkansas,AR,5,1992,2.34,210.45,104.28,76.12
Arkansas,AR,5,1993,3.89,218.64,108.34,79.08
Arkansas,AR,5,1994,5,229.57,113.76,83.04
Arkansas,AR,5,1995,5.33,241.81,119.82,87.46
Arkansas,AR,5,1996,2.84,248.68,123.23,89.95
Arkansas,AR,5,1997,2.72,255.45,126.58,92.4
Arkansas,AR,5,1998,2.9,262.85,130.25,95.07
Arkansas,AR,5,1999,2.21,268.66,133.13,97.18
Arkansas,AR,5,2000,2.91,276.47,137,100
Arkansas,AR,5,2001,4.49,288.88,143.14,104.49
Arkansas,AR,5,2002,2.63,296.46,146.9,107.23
Arkansas,AR,5,2003,2.56,304.04,150.66,109.97
Arkansas,AR,5,2004,5.48,320.7,158.92,116
Arkansas,AR,5,2005,6.98,343.07,170,124.09
Arkansas,AR,5,2006,5.87,363.2,179.97,131.37
Arkansas,AR,5,2007,2.36,371.78,184.22,134.47
Arkansas,AR,5,2008,-0.47,370.03,183.36,133.84
Arkansas,AR,5,2009,-2.08,362.32,179.54,131.05
Arkansas,AR,5,2010,-2.95,351.62,174.23,127.18
Arkansas,AR,5,2011,-1.72,345.58,171.24,125
Arkansas,AR,5,2012,-0.16,345.01,170.96,124.79
Arkansas,AR,5,2013,1.17,349.04,172.96,126.25
Arkansas,AR,5,2014,1.32,353.66,175.25,127.92
Arkansas,AR,5,2015,2.24,361.57,179.17,130.78
Arkansas,AR,5,2016,2.38,370.17,183.43,133.89
Arkansas,AR,5,2017,3.48,383.07,189.82,138.56
Arkansas,AR,5,2018,3.93,398.15,197.29,144.01
Arkansas,AR,5,2019,2.97,409.97,203.15,148.29
Arkansas,AR,5,2020,3.05,422.5,209.36,152.82
California,CA,6,1975,0,100,21.33,18.01
California,CA,6,1976,14.26,114.26,24.37,20.58
California,CA,6,1977,21.65,138.99,29.64,25.03
California,CA,6,1978,17.61,163.46,34.86,29.44
California,CA,6,1979,15.95,189.53,40.42,34.14
California,CA,6,1980,16.04,219.92,46.9,39.61
California,CA,6,1981,10.15,242.24,51.66,43.63
California,CA,6,1982,-3.05,234.85,50.09,42.3
California,CA,6,1983,5.75,248.35,52.97,44.73
California,CA,6,1984,2.95,255.68,54.53,46.05
California,CA,6,1985,5.44,269.6,57.5,48.56
California,CA,6,1986,5.99,285.75,60.94,51.46
California,CA,6,1987,8.36,309.62,66.03,55.77
California,CA,6,1988,16.42,360.48,76.88,64.92
California,CA,6,1989,22.1,440.12,93.86,79.27
California,CA,6,1990,6.54,468.89,100,84.45
California,CA,6,1991,-0.43,466.87,99.57,84.09
California,CA,6,1992,-1.68,459.04,97.9,82.68
California,CA,6,1993,-5.11,435.58,92.9,78.45
California,CA,6,1994,-3.08,422.17,90.03,76.04
California,CA,6,1995,-2.55,411.4,87.74,74.1
California,CA,6,1996,-0.09,411.04,87.66,74.03
California,CA,6,1997,2.75,422.33,90.07,76.06
California,CA,6,1998,8.07,456.42,97.34,82.21
California,CA,6,1999,6.78,487.38,103.94,87.78
California,CA,6,2000,13.92,555.22,118.41,100
California,CA,6,2001,11.7,620.2,132.27,111.7
California,CA,6,2002,10.4,684.71,146.03,123.32
California,CA,6,2003,9.48,749.59,159.86,135.01
California,CA,6,2004,19.38,894.84,190.84,161.17
California,CA,6,2005,24.63,1115.2,237.84,200.86
California,CA,6,2006,10.33,1230.35,262.39,221.59
California,CA,6,2007,-3.93,1182.06,252.09,212.9
California,CA,6,2008,-19.32,953.68,203.39,171.76
California,CA,6,2009,-15.09,809.73,172.69,145.84
California,CA,6,2010,-3.23,783.61,167.12,141.13
California,CA,6,2011,-5.69,739.01,157.61,133.1
California,CA,6,2012,-0.36,736.32,157.03,132.62
California,CA,6,2013,10.61,814.44,173.69,146.69
California,CA,6,2014,13.99,928.41,198,167.21
California,CA,6,2015,5.65,980.82,209.18,176.65
California,CA,6,2016,7.69,1056.26,225.27,190.24
California,CA,6,2017,6.73,1127.33,240.42,203.04
California,CA,6,2018,6.58,1201.49,256.24,216.4
California,CA,6,2019,2.88,1236.11,263.62,222.63
California,CA,6,2020,2.65,1268.81,270.6,228.52
Colorado,CO,8,1975,0,100,43.09,21.66
Colorado,CO,8,1976,8.61,108.61,46.8,23.52
Colorado,CO,8,1977,14.04,123.86,53.37,26.83
Colorado,CO,8,1978,17.67,145.74,62.8,31.57
Colorado,CO,8,1979,17.15,170.73,73.57,36.98
Colorado,CO,8,1980,9.14,186.34,80.3,40.36
Colorado,CO,8,1981,7.11,199.6,86.01,43.23
Colorado,CO,8,1982,12.03,223.61,96.36,48.43
Colorado,CO,8,1983,1.83,227.7,98.12,49.31
Colorado,CO,8,1984,0.28,228.34,98.39,49.45
Colorado,CO,8,1985,0.3,229.03,98.69,49.6
Colorado,CO,8,1986,1.45,232.35,100.12,50.32
Colorado,CO,8,1987,-1.07,229.86,99.05,49.78
Colorado,CO,8,1988,-2.2,224.8,96.87,48.69
Colorado,CO,8,1989,0.89,226.79,97.73,49.12
Colorado,CO,8,1990,2.32,232.06,100,50.26
Colorado,CO,8,1991,3.29,239.69,103.29,51.91
Colorado,CO,8,1992,5.61,253.14,109.08,54.83
Colorado,CO,8,1993,8.5,274.67,118.36,59.49
Colorado,CO,8,1994,9.95,301.99,130.13,65.41
Colorado,CO,8,1995,8.97,329.07,141.8,71.27
Colorado,CO,8,1996,4.74,344.66,148.52,74.65
Colorado,CO,8,1997,5.35,363.09,156.46,78.64
Colorado,CO,8,1998,4.72,380.23,163.85,82.35
Colorado,CO,8,1999,7.41,408.42,175.99,88.46
Colorado,CO,8,2000,13.05,461.72,198.96,100
Colorado,CO,8,2001,8.1,499.14,215.08,108.1
Colorado,CO,8,2002,4.17,519.97,224.06,112.62
Colorado,CO,8,2003,0.84,524.35,225.95,113.57
Colorado,CO,8,2004,2.94,539.77,232.59,116.9
Colorado,CO,8,2005,4.91,566.27,244.01,122.64
Colorado,CO,8,2006,3.38,585.39,252.25,126.79
Colorado,CO,8,2007,0.77,589.92,254.2,127.77
Colorado,CO,8,2008,-1.16,583.06,251.25,126.28
Colorado,CO,8,2009,-1.72,573.04,246.93,124.11
Colorado,CO,8,2010,-4.08,549.67,236.86,119.05
Colorado,CO,8,2011,-3.12,532.53,229.47,115.34
Colorado,CO,8,2012,0.62,535.81,230.89,116.05
Colorado,CO,8,2013,5.42,564.87,243.41,122.34
Colorado,CO,8,2014,9.19,616.8,265.79,133.59
Colorado,CO,8,2015,9.31,674.2,290.52,146.02
Colorado,CO,8,2016,10.25,743.28,320.29,160.98
Colorado,CO,8,2017,8.74,808.26,348.29,175.06
Colorado,CO,8,2018,8.2,874.58,376.87,189.42
Colorado,CO,8,2019,4.16,910.94,392.54,197.29
Colorado,CO,8,2020,3.26,940.63,405.33,203.73
Connecticut,CT,9,1975,0,100,25.89,24.19
Connecticut,CT,9,1976,6.18,106.18,27.49,25.68
Connecticut,CT,9,1977,5.29,111.8,28.94,27.04
Connecticut,CT,9,1978,17.28,131.12,33.94,31.72
Connecticut,CT,9,1979,19.65,156.89,40.61,37.95
Connecticut,CT,9,1980,6.72,167.44,43.34,40.5
Connecticut,CT,9,1981,8.07,180.95,46.84,43.77
Connecticut,CT,9,1982,3.95,188.11,48.69,45.5
Connecticut,CT,9,1983,7.43,202.09,52.31,48.88
Connecticut,CT,9,1984,12.72,227.79,58.97,55.1
Connecticut,CT,9,1985,13.3,258.08,66.81,62.43
Connecticut,CT,9,1986,18.03,304.6,78.85,73.68
Connecticut,CT,9,1987,21.09,368.84,95.48,89.22
Connecticut,CT,9,1988,11.43,410.99,106.39,99.41
Connecticut,CT,9,1989,-1.1,406.46,105.22,98.32
Connecticut,CT,9,1990,-4.96,386.31,100,93.44
Connecticut,CT,9,1991,-5.59,364.72,94.41,88.22
Connecticut,CT,9,1992,-1.71,358.47,92.79,86.71
Connecticut,CT,9,1993,-2.87,348.18,90.13,84.22
Connecticut,CT,9,1994,-2.01,341.18,88.32,82.53
Connecticut,CT,9,1995,-0.76,338.58,87.65,81.9
Connecticut,CT,9,1996,1.13,342.42,88.64,82.82
Connecticut,CT,9,1997,1.08,346.12,89.6,83.72
Connecticut,CT,9,1998,4.19,360.63,93.35,87.23
Connecticut,CT,9,1999,4.87,378.17,97.89,91.47
Connecticut,CT,9,2000,9.32,413.43,107.02,100
Connecticut,CT,9,2001,7.65,445.07,115.21,107.65
Connecticut,CT,9,2002,8.38,482.35,124.86,116.67
Connecticut,CT,9,2003,6.05,511.53,132.41,123.73
Connecticut,CT,9,2004,11,567.8,146.98,137.34
Connecticut,CT,9,2005,12.33,637.83,165.11,154.28
Connecticut,CT,9,2006,5.81,674.86,174.7,163.24
Connecticut,CT,9,2007,0.05,675.23,174.79,163.33
Connecticut,CT,9,2008,-3.63,650.71,168.44,157.39
Connecticut,CT,9,2009,-7.22,603.75,156.29,146.04
Connecticut,CT,9,2010,-4.1,579.01,149.88,140.05
Connecticut,CT,9,2011,-3.63,557.99,144.44,134.97
Connecticut,CT,9,2012,-3.05,540.97,140.04,130.85
Connecticut,CT,9,2013,-0.75,536.93,138.99,129.87
Connecticut,CT,9,2014,0.06,537.27,139.08,129.95
Connecticut,CT,9,2015,1.18,543.61,140.72,131.49
Connecticut,CT,9,2016,0.08,544.04,140.83,131.59
Connecticut,CT,9,2017,1.22,550.65,142.54,133.19
Connecticut,CT,9,2018,1.64,559.67,144.88,135.37
Connecticut,CT,9,2019,1.55,568.32,147.12,137.47
Connecticut,CT,9,2020,3.5,588.22,152.27,142.28
Delaware,DE,10,1975,0,100,36.06,30.98
Delaware,DE,10,1976,2.06,102.06,36.81,31.62
Delaware,DE,10,1977,-2.03,99.99,36.06,30.98
Delaware,DE,10,1978,7.42,107.42,38.74,33.28
Delaware,DE,10,1979,5.95,113.81,41.05,35.26
Delaware,DE,10,1980,16.35,132.42,47.76,41.02
Delaware,DE,10,1981,8.4,143.54,51.77,44.47
Delaware,DE,10,1982,2.28,146.82,52.95,45.48
Delaware,DE,10,1983,4.89,154,55.54,47.71
Delaware,DE,10,1984,9.04,167.93,60.56,52.02
Delaware,DE,10,1985,7.31,180.2,64.99,55.83
Delaware,DE,10,1986,9.71,197.69,71.3,61.24
Delaware,DE,10,1987,11.09,219.61,79.2,68.04
Delaware,DE,10,1988,12.3,246.62,88.94,76.4
Delaware,DE,10,1989,9.66,270.44,97.54,83.78
Delaware,DE,10,1990,2.53,277.28,100,85.9
Delaware,DE,10,1991,1.28,280.82,101.28,87
Delaware,DE,10,1992,0.4,281.95,101.69,87.35
Delaware,DE,10,1993,-0.39,280.86,101.29,87.01
Delaware,DE,10,1994,-1.19,277.53,100.09,85.98
Delaware,DE,10,1995,0.04,277.64,100.13,86.01
Delaware,DE,10,1996,1.65,282.22,101.78,87.43
Delaware,DE,10,1997,1.37,286.08,103.17,88.63
Delaware,DE,10,1998,2.57,293.43,105.83,90.9
Delaware,DE,10,1999,3.49,303.68,109.52,94.08
Delaware,DE,10,2000,6.29,322.79,116.41,100
Delaware,DE,10,2001,6.87,344.96,124.41,106.87
Delaware,DE,10,2002,6.91,368.79,133,114.25
Delaware,DE,10,2003,6.42,392.46,141.54,121.58
Delaware,DE,10,2004,12.84,442.84,159.71,137.19
Delaware,DE,10,2005,15.76,512.61,184.87,158.81
Delaware,DE,10,2006,8.79,557.66,201.12,172.76
Delaware,DE,10,2007,2.64,572.37,206.43,177.32
Delaware,DE,10,2008,-3.01,555.13,200.21,171.98
Delaware,DE,10,2009,-6.67,518.09,186.85,160.5
Delaware,DE,10,2010,-4.75,493.49,177.98,152.88
Delaware,DE,10,2011,-5.57,466,168.06,144.37
Delaware,DE,10,2012,-2.98,452.13,163.06,140.07
Delaware,DE,10,2013,0.78,455.65,164.33,141.16
Delaware,DE,10,2014,2.32,466.23,168.15,144.44
Delaware,DE,10,2015,2.27,476.8,171.96,147.71
Delaware,DE,10,2016,2,486.32,175.39,150.66
Delaware,DE,10,2017,1.85,495.31,178.63,153.45
Delaware,DE,10,2018,4.24,516.29,186.2,159.95
Delaware,DE,10,2019,2.9,531.24,191.59,164.58
Delaware,DE,10,2020,3.63,550.55,198.56,170.56
District of Columbia,DC,11,1975,0,100,29.16,22.36
District of Columbia,DC,11,1976,9.45,109.45,31.91,24.48
District of Columbia,DC,11,1977,13.49,124.22,36.22,27.78
District of Columbia,DC,11,1978,15.68,143.7,41.9,32.14
District of Columbia,DC,11,1979,18.11,169.72,49.49,37.96
District of Columbia,DC,11,1980,7.51,182.48,53.21,40.81
District of Columbia,DC,11,1981,-1.36,180,52.48,40.26
District of Columbia,DC,11,1982,-6.19,168.86,49.24,37.76
District of Columbia,DC,11,1983,8.68,183.53,53.51,41.04
District of Columbia,DC,11,1984,7.03,196.43,57.27,43.93
District of Columbia,DC,11,1985,5.4,207.03,60.36,46.3
District of Columbia,DC,11,1986,8.28,224.17,65.36,50.13
District of Columbia,DC,11,1987,10.93,248.67,72.5,55.61
District of Columbia,DC,11,1988,18.56,294.82,85.96,65.93
District of Columbia,DC,11,1989,12.14,330.61,96.4,73.94
District of Columbia,DC,11,1990,3.74,342.97,100,76.7
District of Columbia,DC,11,1991,0.27,343.9,100.27,76.91
District of Columbia,DC,11,1992,2.24,351.6,102.52,78.63
District of Columbia,DC,11,1993,-1.49,346.37,100.99,77.46
District of Columbia,DC,11,1994,-0.75,343.78,100.24,76.88
District of Columbia,DC,11,1995,-1.42,338.9,98.81,75.79
District of Columbia,DC,11,1996,2.35,346.88,101.14,77.58
District of Columbia,DC,11,1997,-0.05,346.72,101.09,77.54
District of Columbia,DC,11,1998,4.89,363.66,106.03,81.33
District of Columbia,DC,11,1999,7.41,390.59,113.89,87.35
District of Columbia,DC,11,2000,14.48,447.15,130.38,100
District of Columbia,DC,11,2001,14.21,510.69,148.9,114.21
District of Columbia,DC,11,2002,12.82,576.14,167.99,128.85
District of Columbia,DC,11,2003,9.46,630.62,183.87,141.03
District of Columbia,DC,11,2004,16.43,734.24,214.08,164.21
District of Columbia,DC,11,2005,22.74,901.21,262.77,201.55
District of Columbia,DC,11,2006,11.66,1006.3,293.41,225.05
District of Columbia,DC,11,2007,2.76,1034.1,301.51,231.27
District of Columbia,DC,11,2008,-5.02,982.22,286.39,219.66
District of Columbia,DC,11,2009,-5.33,929.86,271.12,207.95
District of Columbia,DC,11,2010,0.12,930.96,271.44,208.2
District of Columbia,DC,11,2011,0.93,939.57,273.95,210.13
District of Columbia,DC,11,2012,2.94,967.15,282,216.29
District of Columbia,DC,11,2013,7.05,1035.36,301.88,231.55
District of Columbia,DC,11,2014,9.14,1129.95,329.46,252.7
District of Columbia,DC,11,2015,5.88,1196.39,348.83,267.56
District of Columbia,DC,11,2016,6.73,1276.94,372.32,285.58
District of Columbia,DC,11,2017,5.47,1346.81,392.69,301.2
District of Columbia,DC,11,2018,5.06,1414.89,412.54,316.43
District of Columbia,DC,11,2019,4.07,1472.53,429.35,329.32
District of Columbia,DC,11,2020,1.73,1497.95,436.76,335
Florida,FL,12,1975,0,100,48.23,35.96
Florida,FL,12,1976,-2.03,97.97,47.25,35.23
Florida,FL,12,1977,4.37,102.25,49.32,36.77
Florida,FL,12,1978,10.78,113.28,54.63,40.74
Florida,FL,12,1979,13.02,128.03,61.75,46.04
Florida,FL,12,1980,11.94,143.31,69.12,51.54
Florida,FL,12,1981,5.65,151.41,73.03,54.45
Florida,FL,12,1982,0.08,151.53,73.09,54.5
Florida,FL,12,1983,12.81,170.95,82.45,61.48
Florida,FL,12,1984,2.35,174.96,84.38,62.92
Florida,FL,12,1985,1.2,177.07,85.4,63.68
Florida,FL,12,1986,3.61,183.46,88.49,65.98
Florida,FL,12,1987,2.46,187.98,90.67,67.6
Florida,FL,12,1988,4.3,196.06,94.56,70.51
Florida,FL,12,1989,4.06,204.02,98.4,73.37
Florida,FL,12,1990,1.63,207.34,100,74.56
Florida,FL,12,1991,1.45,210.34,101.45,75.65
Florida,FL,12,1992,2.19,214.94,103.67,77.3
Florida,FL,12,1993,1.8,218.82,105.54,78.7
Florida,FL,12,1994,0.98,220.96,106.57,79.46
Florida,FL,12,1995,2.67,226.85,109.41,81.58
Florida,FL,12,1996,2.5,232.52,112.14,83.62
Florida,FL,12,1997,2.91,239.29,115.41,86.06
Florida,FL,12,1998,4.04,248.96,120.08,89.54
Florida,FL,12,1999,3.67,258.09,124.48,92.82
Florida,FL,12,2000,7.74,278.06,134.11,100
Florida,FL,12,2001,9.44,304.32,146.78,109.44
Florida,FL,12,2002,9,331.69,159.98,119.29
Florida,FL,12,2003,8.15,358.74,173.02,129.01
Florida,FL,12,2004,15.45,414.18,199.76,148.95
Florida,FL,12,2005,24.66,516.32,249.03,185.69
Florida,FL,12,2006,15.71,597.44,288.15,214.86
Florida,FL,12,2007,-2.19,584.36,281.84,210.15
Florida,FL,12,2008,-15.25,495.26,238.87,178.11
Florida,FL,12,2009,-17.73,407.46,196.52,146.54
Florida,FL,12,2010,-9.77,367.66,177.33,132.22
Florida,FL,12,2011,-6.88,342.36,165.13,123.13
Florida,FL,12,2012,-1.09,338.64,163.33,121.79
Florida,FL,12,2013,7.42,363.77,175.45,130.82
Florida,FL,12,2014,10.43,401.72,193.75,144.47
Florida,FL,12,2015,8.7,436.68,210.61,157.04
Florida,FL,12,2016,9.17,476.71,229.92,171.44
Florida,FL,12,2017,8.44,516.97,249.34,185.92
Florida,FL,12,2018,7.8,557.29,268.79,200.42
Florida,FL,12,2019,5.17,586.07,282.67,210.77
Florida,FL,12,2020,5.46,618.08,298.1,222.28
Georgia,GA,13,1975,0,100,46.6,32.99
Georgia,GA,13,1976,3.66,103.66,48.31,34.2
Georgia,GA,13,1977,3.23,107.01,49.87,35.3
Georgia,GA,13,1978,7.68,115.23,53.69,38.01
Georgia,GA,13,1979,9.94,126.68,59.03,41.79
Georgia,GA,13,1980,10.41,139.87,65.18,46.14
Georgia,GA,13,1981,8.56,151.84,70.75,50.09
Georgia,GA,13,1982,5.59,160.33,74.71,52.89
Georgia,GA,13,1983,2.86,164.92,76.85,54.41
Georgia,GA,13,1984,6.26,175.25,81.66,57.82
Georgia,GA,13,1985,4.87,183.78,85.64,60.63
Georgia,GA,13,1986,5.07,193.09,89.98,63.7
Georgia,GA,13,1987,4.36,201.52,93.9,66.48
Georgia,GA,13,1988,4.07,209.71,97.72,69.19
Georgia,GA,13,1989,2.07,214.04,99.74,70.61
Georgia,GA,13,1990,0.26,214.6,100,70.8
Georgia,GA,13,1991,0.43,215.52,100.43,71.1
Georgia,GA,13,1992,1.63,219.02,102.06,72.26
Georgia,GA,13,1993,1.72,222.8,103.82,73.5
Georgia,GA,13,1994,2.27,227.85,106.18,75.17
