CT,1975,1,62.15
CT,1975,2,62.6
CT,1975,3,61.75
CT,1975,4,62
CT,1976,1,64.66
CT,1976,2,64.09
CT,1976,3,67.09
CT,1976,4,67.9
CT,1977,1,64
CT,1977,2,68.47
CT,1977,3,71.57
CT,1977,4,72.51
CT,1978,1,73.61
CT,1978,2,79.56
CT,1978,3,87.17
CT,1978,4,88.28
CT,1979,1,95.32
CT,1979,2,97.49
CT,1979,3,100.41
CT,1979,4,101.81
CT,1980,1,100
CT,1980,2,101.62
CT,1980,3,103.72
CT,1980,4,105.06
CT,1981,1,103.96
CT,1981,2,109.99
CT,1981,3,114.19
CT,1981,4,111.62
CT,1982,1,111.86
CT,1982,2,112.47
CT,1982,3,111.06
CT,1982,4,112.94
